Time (UTCG),x (km),y (km),z (km),vx (km/sec),vy (km/sec),vz (km/sec)
60920.00,-6495.473309,549.958145,2550.759207,-2.81059,-1.174172,-6.903971
60930.00,-6523.167488,538.215187,2481.654758,-2.735037,-1.180481,-6.933178
60940.00,-6550.105471,526.40997,2412.262602,-2.659167,-1.186653,-6.961581
60950.00,-6576.284136,514.543859,2342.590783,-2.582989,-1.192687,-6.989176
60960.00,-6601.700448,502.618225,2272.647379,-2.506511,-1.198584,-7.015962
60970.00,-6626.351461,490.634448,2202.440499,-2.429743,-1.204342,-7.041934
60980.00,-6650.234317,478.593912,2131.978281,-2.352693,-1.209961,-7.067089
60990.00,-6673.346248,466.49801,2061.268896,-2.27537,-1.215441,-7.091425
61000.00,-6695.684574,454.34814,1990.320539,-2.197784,-1.220779,-7.114939
61010.00,-6717.246707,442.145707,1919.141437,-2.119943,-1.225977,-7.137629
61020.00,-6738.030145,429.892122,1847.739843,-2.041856,-1.231032,-7.15949
61030.00,-6758.032481,417.588801,1776.124032,-1.963532,-1.235946,-7.180522
61040.00,-6777.251395,405.237166,1704.302309,-1.884981,-1.240716,-7.200721
61050.00,-6795.684661,392.838646,1632.283,-1.806211,-1.245344,-7.220086
61060.00,-6813.330139,380.394674,1560.074455,-1.727232,-1.249827,-7.238613
61070.00,-6830.185787,367.906689,1487.685044,-1.648053,-1.254165,-7.256302
61080.00,-6846.249648,355.376134,1415.12316,-1.568682,-1.258359,-7.273148
61090.00,-6861.519862,342.804459,1342.397215,-1.48913,-1.262407,-7.289152
61100.00,-6875.994658,330.193116,1269.515642,-1.409405,-1.266309,-7.304311
61110.00,-6889.672359,317.543564,1196.486889,-1.329517,-1.270065,-7.318623
61120.00,-6902.551378,304.857265,1123.319422,-1.249475,-1.273674,-7.332086
61130.00,-6914.630223,292.135686,1050.021725,-1.169288,-1.277136,-7.3447
61140.00,-6925.907493,279.380298,976.602295,-1.088965,-1.28045,-7.356461
61150.00,-6936.381882,266.592575,903.069644,-1.008516,-1.283616,-7.36737
61160.00,-6946.052175,253.773996,829.432297,-0.92795,-1.286633,-7.377425
61170.00,-6954.917252,240.926043,755.698791,-0.847277,-1.289502,-7.386625
61180.00,-6962.976084,228.050202,681.877673,-0.766505,-1.292222,-7.394968
61190.00,-6970.227737,215.14796,607.977503,-0.685644,-1.294792,-7.402454
61200.00,-6976.671372,202.22081,534.006848,-0.604704,-1.297213,-7.409082
61210.00,-6982.30624,189.270247,459.974283,-0.523694,-1.299483,-7.41485
61220.00,-6987.131689,176.297767,385.888392,-0.442624,-1.301604,-7.41976
61230.00,-6991.14716,163.304871,311.757764,-0.361501,-1.303574,-7.423808
61240.00,-6994.352187,150.29306,237.590992,-0.280337,-1.305393,-7.426997
61250.00,-6996.746398,137.26384,163.396675,-0.199141,-1.307061,-7.429324
61260.00,-6998.329517,124.218716,89.183415,-0.117921,-1.308578,-7.43079
61270.00,-6999.101359,111.159197,14.959816,-0.036688,-1.309944,-7.431394
61280.00,-6999.061836,98.086792,-59.265517,0.044549,-1.311159,-7.431137
61290.00,-6998.210951,85.003014,-133.48398,0.125782,-1.312222,-7.430018
61300.00,-6996.548804,71.909375,-207.686968,0.206999,-1.313133,-7.428038
61310.00,-6994.075587,58.807389,-281.865877,0.288193,-1.313892,-7.425197
61320.00,-6990.791587,45.69857,-356.012109,0.369353,-1.314499,-7.421495
61330.00,-6986.697186,32.584435,-430.117067,0.450471,-1.314955,-7.416933
61340.00,-6981.792856,19.466499,-504.172159,0.531536,-1.315258,-7.41151
61350.00,-6976.079168,6.346279,-578.168802,0.61254,-1.315409,-7.405229
61360.00,-6969.556784,-6.774707,-652.098415,0.693472,-1.315408,-7.398089
61370.00,-6962.226459,-19.894943,-725.952427,0.774324,-1.315255,-7.390091
61380.00,-6954.089044,-33.012911,-799.722278,0.855087,-1.31495,-7.381236
61390.00,-6945.145481,-46.127096,-873.399413,0.93575,-1.314493,-7.371526
61400.00,-6935.396809,-59.23598,-946.975293,1.016305,-1.313884,-7.360961
61410.00,-6924.844156,-72.338048,-1020.441385,1.096742,-1.313123,-7.349543
61420.00,-6913.488747,-85.431784,-1093.789174,1.177052,-1.312211,-7.337273
61430.00,-6901.331897,-98.515676,-1167.010157,1.257225,-1.311146,-7.324152
61440.00,-6888.375017,-111.588211,-1240.095843,1.337253,-1.30993,-7.310182
61450.00,-6874.619607,-124.647876,-1313.03776,1.417125,-1.308563,-7.295364
61460.00,-6860.067264,-137.693162,-1385.827452,1.496834,-1.307044,-7.279701
61470.00,-6844.719673,-150.72256,-1458.45648,1.576369,-1.305374,-7.263194
61480.00,-6828.578615,-163.734564,-1530.916424,1.655721,-1.303553,-7.245844
61490.00,-6811.645959,-176.727669,-1603.198882,1.734881,-1.301581,-7.227655
61500.00,-6793.92367,-189.700373,-1675.295476,1.81384,-1.299459,-7.208628
61510.00,-6775.413802,-202.651177,-1747.197847,1.892589,-1.297187,-7.188765
61520.00,-6756.1185,-215.578582,-1818.897658,1.971118,-1.294764,-7.168068
61530.00,-6736.040001,-228.481093,-1890.386598,2.049419,-1.292192,-7.146541
61540.00,-6715.180634,-241.35722,-1961.656379,2.127482,-1.289471,-7.124185
61550.00,-6693.542816,-254.205473,-2032.698737,2.205299,-1.2866,-7.101003
61560.00,-6671.129055,-267.024366,-2103.505437,2.282859,-1.283581,-7.076997
61570.00,-6647.94195,-279.812417,-2174.068269,2.360156,-1.280413,-7.052172
61580.00,-6623.984189,-292.568148,-2244.379054,2.437178,-1.277097,-7.026529
61590.00,-6599.25855,-305.290084,-2314.429639,2.513919,-1.273634,-7.000071
61600.00,-6573.767898,-317.976753,-2384.211904,2.590367,-1.270023,-6.972801
61610.00,-6547.515189,-330.626689,-2453.717759,2.666516,-1.266265,-6.944724
61620.00,-6520.503466,-343.238429,-2522.939145,2.742355,-1.262361,-6.915841
61630.00,-6492.735861,-355.810515,-2591.868037,2.817877,-1.258311,-6.886156
61640.00,-6464.215592,-368.341493,-2660.496444,2.893071,-1.254116,-6.855673
61650.00,-6434.945966,-380.829914,-2728.81641,2.967931,-1.249775,-6.824395
61660.00,-6404.930375,-393.274334,-2796.820014,3.042446,-1.24529,-6.792326
61670.00,-6374.1723,-405.673313,-2864.499372,3.116609,-1.240661,-6.75947
61680.00,-6342.675306,-418.02542,-2931.846638,3.19041,-1.235888,-6.72583
61690.00,-6310.443045,-430.329224,-2998.854004,3.263841,-1.230973,-6.69141
61700.00,-6277.479252,-442.583303,-3065.513702,3.336894,-1.225915,-6.656214
61710.00,-6243.78775,-454.786241,-3131.818003,3.409561,-1.220716,-6.620247
61720.00,-6209.372444,-466.936626,-3197.759222,3.481832,-1.215375,-6.583512
61730.00,-6174.237324,-479.033053,-3263.329711,3.553699,-1.209894,-6.546014
61740.00,-6138.386462,-491.074124,-3328.521871,3.625154,-1.204273,-6.507757
61750.00,-6101.824015,-503.058446,-3393.328143,3.69619,-1.198512,-6.468746
61760.00,-6064.554222,-514.984634,-3457.741014,3.766796,-1.192613,-6.428984
61770.00,-6026.581402,-526.851308,-3521.753016,3.836966,-1.186577,-6.388478
61780.00,-5987.909958,-538.657095,-3585.356728,3.906691,-1.180403,-6.34723
61790.00,-5948.544373,-550.400632,-3648.544776,3.975964,-1.174092,-6.305247
61800.00,-5908.489211,-562.08056,-3711.309835,4.044775,-1.167646,-6.262533
61810.00,-5867.749114,-573.695528,-3773.644628,4.113118,-1.161064,-6.219093
61820.00,-5826.328806,-585.244194,-3835.541928,4.180983,-1.154349,-6.174931
61830.00,-5784.233088,-596.725221,-3896.99456,4.248364,-1.1475,-6.130054
61840.00,-5741.46684,-608.137282,-3957.995398,4.315253,-1.140518,-6.084466
61850.00,-5698.03502,-619.479058,-4018.537371,4.381641,-1.133404,-6.038173
61860.00,-5653.942664,-630.749237,-4078.61346,4.447521,-1.126159,-5.99118
61870.00,-5609.194881,-641.946515,-4138.2167,4.512886,-1.118784,-5.943492
61880.00,-5563.79686,-653.069598,-4197.340182,4.577728,-1.11128,-5.895115
61890.00,-5517.753863,-664.1172,-4255.97705,4.642039,-1.103647,-5.846055
61900.00,-5471.071229,-675.088043,-4314.120507,4.705812,-1.095887,-5.796317
61910.00,-5423.754368,-685.980859,-4371.763811,4.769039,-1.088,-5.745907
61920.00,-5375.808765,-696.794387,-4428.900281,4.831713,-1.079986,-5.694831
61930.00,-5327.23998,-707.527377,-4485.523292,4.893827,-1.071849,-5.643094
61940.00,-5278.053643,-718.178589,-4541.626279,4.955374,-1.063587,-5.590704
61950.00,-5228.255454,-728.746789,-4597.202739,5.016347,-1.055202,-5.537665
61960.00,-5177.851188,-739.230757,-4652.246228,5.076738,-1.046695,-5.483984
61970.00,-5126.846687,-749.62928,-4706.750365,5.13654,-1.038067,-5.429668
61980.00,-5075.247863,-759.941155,-4760.70883,5.195747,-1.029319,-5.374722
61990.00,-5023.0607,-770.16519,-4814.115369,5.254352,-1.020452,-5.319152
62000.00,-4970.291246,-780.300203,-4866.963789,5.312348,-1.011467,-5.262967
62010.00,-4916.945618,-790.345021,-4919.247964,5.369727,-1.002365,-5.206171
62020.00,-4863.030002,-800.298482,-4970.961833,5.426485,-0.993147,-5.148771
62030.00,-4808.550646,-810.159436,-5022.099399,5.482613,-0.983814,-5.090775
62040.00,-4753.513867,-819.926743,-5072.654734,5.538106,-0.974368,-5.032188
62050.00,-4697.926044,-829.599272,-5122.621978,5.592956,-0.964808,-4.973018
62060.00,-4641.793622,-839.175906,-5171.995337,5.647158,-0.955138,-4.913271
62070.00,-4585.123108,-848.655536,-5220.769087,5.700706,-0.945356,-4.852955
62080.00,-4527.921071,-858.037067,-5268.937575,5.753593,-0.935466,-4.792076
62090.00,-4470.194143,-867.319413,-5316.495214,5.805813,-0.925467,-4.730642
62100.00,-4411.949015,-876.501501,-5363.436492,5.857359,-0.915361,-4.668659
62110.00,-4353.19244,-885.582268,-5409.755968,5.908227,-0.90515,-4.606135
62120.00,-4293.931228,-894.560666,-5455.44827,5.95841,-0.894833,-4.543077
62130.00,-4234.172251,-903.435655,-5500.508101,6.007902,-0.884413,-4.479492
62140.00,-4173.922434,-912.206209,-5544.930238,6.056698,-0.873891,-4.415388
62150.00,-4113.188763,-920.871314,-5588.709531,6.104791,-0.863268,-4.350772
62160.00,-4051.978279,-929.429967,-5631.840904,6.152177,-0.852545,-4.285651
62170.00,-3990.298077,-937.881179,-5674.319356,6.198849,-0.841723,-4.220034
62180.00,-3928.155307,-946.223972,-5716.139963,6.244803,-0.830804,-4.153927
62190.00,-3865.557173,-954.457381,-5757.297877,6.290034,-0.819789,-4.087339
62200.00,-3802.510933,-962.580455,-5797.788326,6.334534,-0.808679,-4.020277
62210.00,-3739.023893,-970.592253,-5837.606616,6.378301,-0.797476,-3.952749
62220.00,-3675.103416,-978.49185,-5876.74813,6.421328,-0.78618,-3.884763
62230.00,-3610.756909,-986.27833,-5915.208331,6.463611,-0.774794,-3.816326
62240.00,-3545.991833,-993.950795,-5952.98276,6.505145,-0.763318,-3.747447
62250.00,-3480.815696,-1001.508356,-5990.067037,6.545924,-0.751753,-3.678134
62260.00,-3415.236052,-1008.950139,-6026.456863,6.585944,-0.740102,-3.608394
62270.00,-3349.260505,-1016.275284,-6062.14802,6.625202,-0.728365,-3.538235
62280.00,-3282.896703,-1023.482943,-6097.136369,6.663691,-0.716543,-3.467667
62290.00,-3216.152338,-1030.572282,-6131.417855,6.701407,-0.704639,-3.396696
62300.00,-3149.035148,-1037.542483,-6164.988502,6.738347,-0.692654,-3.325332
62310.00,-3081.552914,-1044.392737,-6197.844419,6.774505,-0.680588,-3.253582
62320.00,-3013.713459,-1051.122254,-6229.981797,6.809879,-0.668443,-3.181455
62330.00,-2945.524646,-1057.730254,-6261.39691,6.844462,-0.656221,-3.108959
62340.00,-2876.99438,-1064.215974,-6292.086116,6.878253,-0.643924,-3.036103
62350.00,-2808.130607,-1070.578663,-6322.045857,6.911246,-0.631551,-2.962895
62360.00,-2738.941308,-1076.817585,-6351.27266,6.943438,-0.619106,-2.889343
62370.00,-2669.434505,-1082.932019,-6379.763136,6.974825,-0.606589,-2.815456
62380.00,-2599.618255,-1088.921257,-6407.513982,7.005403,-0.594002,-2.741243
62390.00,-2529.500651,-1094.784606,-6434.521981,7.035169,-0.581347,-2.666712
62400.00,-2459.089823,-1100.521388,-6460.784002,7.06412,-0.568624,-2.591872
62410.00,-2388.393931,-1106.13094,-6486.297,7.092252,-0.555835,-2.516731
62420.00,-2317.421173,-1111.612612,-6511.058018,7.119561,-0.542982,-2.441299
62430.00,-2246.179774,-1116.965771,-6535.064184,7.146046,-0.530066,-2.365583
62440.00,-2174.677995,-1122.189797,-6558.312716,7.171701,-0.517089,-2.289593
62450.00,-2102.924123,-1127.284086,-6580.800918,7.196526,-0.504052,-2.213338
62460.00,-2030.926476,-1132.248049,-6602.526184,7.220516,-0.490956,-2.136827
62470.00,-1958.693402,-1137.08111,-6623.485994,7.243669,-0.477804,-2.060067
62480.00,-1886.233273,-1141.782712,-6643.677918,7.265983,-0.464597,-1.983069
62490.00,-1813.554489,-1146.35231,-6663.099616,7.287454,-0.451335,-1.905841
62500.00,-1740.665476,-1150.789376,-6681.748836,7.308081,-0.438022,-1.828391
62510.00,-1667.574683,-1155.093395,-6699.623417,7.32786,-0.424658,-1.75073
62520.00,-1594.290584,-1159.263871,-6716.721284,7.34679,-0.411245,-1.672866
62530.00,-1520.821673,-1163.30032,-6733.040458,7.364868,-0.397784,-1.594808
62540.00,-1447.176468,-1167.202275,-6748.579044,7.382092,-0.384277,-1.516565
62550.00,-1373.363506,-1170.969286,-6763.335243,7.39846,-0.370726,-1.438147
62560.00,-1299.391344,-1174.600916,-6777.307343,7.413971,-0.357132,-1.359561
62570.00,-1225.268556,-1178.096744,-6790.493725,7.428623,-0.343496,-1.280818
62580.00,-1151.003735,-1181.456368,-6802.892859,7.442413,-0.329821,-1.201926
62590.00,-1076.605491,-1184.679396,-6814.503309,7.455341,-0.316107,-1.122895
62600.00,-1002.082448,-1187.765457,-6825.323728,7.467404,-0.302357,-1.043734
62610.00,-927.443246,-1190.714194,-6835.352861,7.478601,-0.288572,-0.964452
62620.00,-852.696535,-1193.525264,-6844.589547,7.488932,-0.274754,-0.885058
62630.00,-777.850983,-1196.198343,-6853.032713,7.498394,-0.260904,-0.805562
62640.00,-702.915264,-1198.733122,-6860.681383,7.506988,-0.247023,-0.725972
62650.00,-627.898067,-1201.129306,-6867.534667,7.514711,-0.233114,-0.646298
62660.00,-552.808086,-1203.386619,-6873.591773,7.521563,-0.219178,-0.566549
62670.00,-477.654028,-1205.504799,-6878.851998,7.527543,-0.205217,-0.486734
62680.00,-402.444603,-1207.483601,-6883.314732,7.53265,-0.191232,-0.406863
62690.00,-327.188532,-1209.322795,-6886.979457,7.536884,-0.177225,-0.326945
62700.00,-251.894537,-1211.022169,-6889.845749,7.540244,-0.163197,-0.246988
62710.00,-176.571348,-1212.581526,-6891.913276,7.542731,-0.14915,-0.167003
62720.00,-101.227695,-1214.000685,-6893.181797,7.544342,-0.135086,-0.086999
62730.00,-25.872313,-1215.279482,-6893.651166,7.54508,-0.121006,-0.006985
62740.00,49.486062,-1216.417768,-6893.321329,7.544942,-0.106913,0.07303
62750.00,124.838694,-1217.415412,-6892.192323,7.54393,-0.092807,0.153037
62760.00,200.176849,-1218.272297,-6890.264279,7.542044,-0.07869,0.233026
62770.00,275.491792,-1218.988325,-6887.537422,7.539283,-0.064564,0.312988
62780.00,350.774793,-1219.563412,-6884.012066,7.535648,-0.05043,0.392913
62790.00,426.017126,-1219.997492,-6879.688622,7.53114,-0.036291,0.472793
62800.00,501.210066,-1220.290513,-6874.567589,7.525759,-0.022147,0.552618
62810.00,576.344898,-1220.442442,-6868.649562,7.519505,-0.008001,0.63238
62820.00,651.412913,-1220.45326,-6861.935227,7.512379,0.006146,0.712067
62830.00,726.405406,-1220.322967,-6854.425362,7.504383,0.020292,0.791673
62840.00,801.313686,-1220.051576,-6846.120838,7.495517,0.034437,0.871186
62850.00,876.129068,-1219.639119,-6837.022618,7.485781,0.048577,0.950599
62860.00,950.84288,-1219.085643,-6827.131756,7.475178,0.062711,1.029901
62870.00,1025.44646,-1218.391212,-6816.449399,7.463709,0.076839,1.109084
62880.00,1099.931161,-1217.555905,-6804.976786,7.451374,0.090957,1.188138
62890.00,1174.288346,-1216.57982,-6792.715247,7.438175,0.105066,1.267055
62900.00,1248.509398,-1215.463067,-6779.666202,7.424115,0.119162,1.345824
62910.00,1322.585711,-1214.205777,-6765.831166,7.409193,0.133244,1.424438
62920.00,1396.508698,-1212.808093,-6751.211742,7.393413,0.147311,1.502887
62930.00,1470.269791,-1211.270179,-6735.809624,7.376775,0.161361,1.581161
62940.00,1543.860437,-1209.592209,-6719.6266,7.359283,0.175392,1.659252
62950.00,1617.272108,-1207.77438,-6702.664543,7.340937,0.189403,1.73715
62960.00,1690.496291,-1205.816899,-6684.925422,7.32174,0.203392,1.814848
62970.00,1763.524499,-1203.719994,-6666.411292,7.301695,0.217358,1.892334
62980.00,1836.348266,-1201.483906,-6647.124301,7.280803,0.231298,1.969602
62990.00,1908.95915,-1199.108894,-6627.066683,7.259067,0.245212,2.046641
63000.00,1981.348733,-1196.595231,-6606.240765,7.236489,0.259098,2.123443
63010.00,2053.508625,-1193.943209,-6584.648961,7.213073,0.272953,2.199998
63020.00,2125.430459,-1191.153133,-6562.293774,7.188821,0.286777,2.276299
63030.00,2197.105899,-1188.225325,-6539.177796,7.163735,0.300568,2.352336
63040.00,2268.526635,-1185.160124,-6515.303706,7.137818,0.314325,2.4281
63050.00,2339.684389,-1181.957883,-6490.674273,7.111075,0.328044,2.503582
63060.00,2410.570911,-1178.618974,-6465.292352,7.083507,0.341727,2.578774
63070.00,2481.177983,-1175.143781,-6439.160886,7.055117,0.355369,2.653668
63080.00,2551.497421,-1171.532705,-6412.282903,7.02591,0.368971,2.728253
63090.00,2621.521073,-1167.786165,-6384.661521,6.995889,0.38253,2.802522
63100.00,2691.240822,-1163.904592,-6356.299941,6.965056,0.396044,2.876467
63110.00,2760.648585,-1159.888436,-6327.201451,6.933416,0.409513,2.950078
63120.00,2829.736317,-1155.738159,-6297.369426,6.900973,0.422935,3.023347
63130.00,2898.496008,-1151.454243,-6266.807323,6.867729,0.436308,3.096265
63140.00,2966.919688,-1147.037181,-6235.518685,6.833689,0.44963,3.168824
63150.00,3034.999424,-1142.487485,-6203.507141,6.798857,0.4629,3.241016
63160.00,3102.727325,-1137.805679,-6170.7764,6.763237,0.476117,3.312833
63170.00,3170.095539,-1132.992305,-6137.330259,6.726833,0.489279,3.384265
63180.00,3237.096257,-1128.047919,-6103.172594,6.689649,0.502385,3.455305
63190.00,3303.721711,-1122.973093,-6068.307366,6.651689,0.515432,3.525944
63200.00,3369.964179,-1117.768412,-6032.738616,6.612958,0.52842,3.596175
63210.00,3435.815981,-1112.434478,-5996.470468,6.573461,0.541346,3.665988
63220.00,3501.269484,-1106.971908,-5959.507127,6.533202,0.55421,3.735377
63230.00,3566.317099,-1101.381333,-5921.852878,6.492186,0.567011,3.804333
63240.00,3630.951286,-1095.663399,-5883.512087,6.450416,0.579745,3.872847
63250.00,3695.164553,-1089.818766,-5844.489198,6.407899,0.592413,3.940913
63260.00,3758.949456,-1083.848111,-5804.788735,6.36464,0.605012,4.008521
63270.00,3822.2986,-1077.752123,-5764.415302,6.320642,0.617541,4.075665
63280.00,3885.204642,-1071.531506,-5723.373579,6.275912,0.629999,4.142336
63290.00,3947.660289,-1065.18698,-5681.668323,6.230454,0.642384,4.208528
63300.00,4009.658302,-1058.719278,-5639.304371,6.184274,0.654694,4.274231
63310.00,4071.191494,-1052.129147,-5596.286633,6.137377,0.66693,4.339439
63320.00,4132.25273,-1045.417349,-5552.620097,6.089769,0.679088,4.404143
63330.00,4192.834934,-1038.58466,-5508.309824,6.041454,0.691167,4.468337
63340.00,4252.931081,-1031.631869,-5463.360953,5.99244,0.703167,4.532013
63350.00,4312.534206,-1024.55978,-5417.778694,5.94273,0.715085,4.595164
63360.00,4371.637399,-1017.36921,-5371.568332,5.892332,0.726921,4.657782
63370.00,4430.233808,-1010.060991,-5324.735223,5.841251,0.738673,4.719859
63380.00,4488.316641,-1002.635967,-5277.284799,5.789492,0.750339,4.78139
63390.00,4545.879165,-995.094996,-5229.222559,5.737063,0.761918,4.842366
63400.00,4602.914706,-987.438951,-5180.554075,5.683968,0.77341,4.902781
63410.00,4659.416653,-979.668715,-5131.284991,5.630214,0.784812,4.962628
63420.00,4715.378457,-971.785187,-5081.421018,5.575808,0.796124,5.021899
63430.00,4770.793629,-963.789278,-5030.967936,5.520755,0.807343,5.080588
63440.00,4825.655746,-955.681912,-4979.931596,5.465063,0.818469,5.138688
63450.00,4879.958448,-947.464027,-4928.317914,5.408737,0.8295,5.196192
63460.00,4933.695441,-939.136572,-4876.132873,5.351784,0.840436,5.253094
63470.00,4986.860494,-930.70051,-4823.382524,5.29421,0.851275,5.309387
63480.00,5039.447444,-922.156817,-4770.072983,5.236023,0.862015,5.365064
63490.00,5091.450197,-913.506478,-4716.210429,5.177229,0.872655,5.42012
63500.00,5142.862722,-904.750496,-4661.801107,5.117834,0.883195,5.474547
63510.00,5193.679061,-895.889881,-4606.851325,5.057846,0.893632,5.528339
63520.00,5243.893322,-886.925657,-4551.367454,4.997272,0.903966,5.58149
63530.00,5293.499685,-877.858862,-4495.355926,4.936119,0.914196,5.633994
63540.00,5342.492399,-868.690543,-4438.823234,4.874394,0.92432,5.685846
63550.00,5390.865785,-859.421759,-4381.775933,4.812103,0.934337,5.737037
63560.00,5438.614235,-850.053583,-4324.220637,4.749255,0.944246,5.787564
63570.00,5485.732213,-840.587097,-4266.164017,4.685856,0.954046,5.83742
63580.00,5532.214258,-831.023395,-4207.612805,4.621914,0.963736,5.886599
63590.00,5578.054982,-821.363584,-4148.573789,4.557436,0.973314,5.935096
63600.00,5623.24907,-811.608779,-4089.053813,4.492429,0.98278,5.982904
63610.00,5667.791284,-801.760108,-4029.059778,4.426902,0.992132,6.030019
63620.00,5711.676459,-791.81871,-3968.598639,4.360862,1.00137,6.076435
63630.00,5754.899509,-781.785734,-3907.677405,4.294316,1.010491,6.122146
63640.00,5797.455423,-771.662339,-3846.30314,4.227273,1.019496,6.167148
63650.00,5839.339269,-761.449697,-3784.482959,4.159739,1.028383,6.211434
63660.00,5880.546189,-751.148987,-3722.224028,4.091724,1.037152,6.255001
63670.00,5921.071408,-740.761401,-3659.533566,4.023233,1.0458,6.297842
63680.00,5960.910229,-730.288138,-3596.418841,3.954277,1.054327,6.339953
63690.00,6000.058032,-719.730411,-3532.88717,3.884862,1.062733,6.381329
63700.00,6038.510279,-709.089439,-3468.945917,3.814997,1.071015,6.421966
63710.00,6076.262514,-698.366452,-3404.602497,3.744689,1.079174,6.461858
63720.00,6113.310359,-687.56269,-3339.864369,3.673948,1.087208,6.501
63730.00,6149.64952,-676.679402,-3274.739037,3.60278,1.095117,6.539389
63740.00,6185.275785,-665.717847,-3209.234053,3.531195,1.102899,6.57702
63750.00,6220.185024,-654.679291,-3143.357011,3.459201,1.110553,6.613889
63760.00,6254.373189,-643.56501,-3077.115547,3.386805,1.118079,6.64999
63770.00,6287.836318,-632.376289,-3010.517342,3.314017,1.125475,6.685321
63780.00,6320.570532,-621.114422,-2943.570116,3.240845,1.132742,6.719876
63790.00,6352.572035,-609.780711,-2876.281631,3.167297,1.139878,6.753653
63800.00,6383.837119,-598.376466,-2808.659689,3.093382,1.146881,6.786646
63810.00,6414.362158,-586.903006,-2740.712128,3.019108,1.153753,6.818853
63820.00,6444.143615,-575.361655,-2672.446825,2.944485,1.160491,6.850269
63830.00,6473.178037,-563.75375,-2603.871697,2.86952,1.167094,6.880891
63840.00,6501.462058,-552.080632,-2534.994691,2.794222,1.173563,6.910716
63850.00,6528.9924,-540.343651,-2465.823794,2.718601,1.179896,6.939739
63860.00,6555.76587,-528.544163,-2396.367025,2.642664,1.186093,6.967957
63870.00,6581.779367,-516.683532,-2326.632437,2.566421,1.192152,6.995368
63880.00,6607.029873,-504.76313,-2256.628113,2.48988,1.198074,7.021968
63890.00,6631.514462,-492.784335,-2186.362169,2.413051,1.203857,7.047754
63900.00,6655.230296,-480.748531,-2115.842753,2.335942,1.209501,7.072722
63910.00,6678.174625,-468.65711,-2045.078039,2.258563,1.215006,7.096871
63920.00,6700.34479,-456.511471,-1974.076232,2.180921,1.220369,7.120197
63930.00,6721.738221,-444.313017,-1902.845562,2.103027,1.225592,7.142697
63940.00,6742.352437,-432.063158,-1831.394289,2.024889,1.230673,7.164369
63950.00,6762.18505,-419.76331,-1759.730695,1.946516,1.235612,7.185211
63960.00,6781.233759,-407.414897,-1687.863089,1.867917,1.240408,7.20522
63970.00,6799.496357,-395.019344,-1615.799803,1.789103,1.24506,7.224393
63980.00,6816.970728,-382.578086,-1543.549191,1.71008,1.249569,7.242729
63990.00,6833.654844,-370.092561,-1471.11963,1.63086,1.253933,7.260225
64000.00,6849.546773,-357.564212,-1398.519516,1.55145,1.258152,7.27688
64010.00,6864.644672,-344.994488,-1325.757267,1.47186,1.262225,7.292691
64020.00,6878.946791,-332.384841,-1252.841317,1.3921,1.266153,7.307656
64030.00,6892.451472,-319.736731,-1179.780121,1.312179,1.269934,7.321774
64040.00,6905.157149,-307.051618,-1106.582149,1.232105,1.273569,7.335043
64050.00,6917.06235,-294.33097,-1033.255887,1.151889,1.277056,7.347462
64060.00,6928.165695,-281.576257,-959.809835,1.071539,1.280395,7.359029
64070.00,6938.465896,-268.788954,-886.252509,0.991065,1.283587,7.369743
64080.00,6947.96176,-255.97054,-812.592437,0.910475,1.28663,7.379603
64090.00,6956.652185,-243.122496,-738.838158,0.829781,1.289524,7.388607
64100.00,6964.536166,-230.246308,-664.998222,0.74899,1.29227,7.396754
64110.00,6971.612786,-217.343465,-591.081191,0.668113,1.294866,7.404044
64120.00,6977.881228,-204.415457,-517.095633,0.587157,1.297312,7.410476
64130.00,6983.340763,-191.463781,-443.050127,0.506134,1.299608,7.416048
64140.00,6987.990758,-178.489934,-368.953256,0.425053,1.301754,7.420761
64150.00,6991.830676,-165.495414,-294.813611,0.343922,1.303749,7.424613
64160.00,6994.860071,-152.481726,-220.639787,0.262751,1.305594,7.427604
64170.00,6997.078591,-139.450373,-146.440384,0.181549,1.307288,7.429735
64180.00,6998.48598,-126.402862,-72.224003,0.100327,1.30883,7.431004
64190.00,6999.082074,-113.340703,2.000751,0.019093,1.310221,7.431411
64200.00,6998.866805,-100.265404,76.225273,-0.062143,1.311461,7.430957
64210.00,6997.840198,-87.178477,150.440958,-0.143372,1.312549,7.429642
64220.00,6996.002371,-74.081437,224.639202,-0.224585,1.313486,7.427465
64230.00,6993.353537,-60.975797,298.811402,-0.305771,1.31427,7.424427
64240.00,6989.894005,-47.863072,372.948961,-0.386922,1.314903,7.420528
64250.00,6985.624174,-34.744778,447.043281,-0.468028,1.315383,7.415769
64260.00,6980.544541,-21.622433,521.085775,-0.54908,1.315712,7.410151
64270.00,6974.655693,-8.497553,595.067857,-0.630068,1.315888,7.403673
64280.00,6967.958314,4.628344,668.98095,-0.710983,1.315912,7.396337
64290.00,6960.45318,17.75374,742.816487,-0.791815,1.315784,7.388143
64300.00,6952.141161,30.877117,816.565905,-0.872556,1.315504,7.379093
64310.00,6943.023221,43.99696,890.220656,-0.953196,1.315072,7.369187
64320.00,6933.100417,57.111749,963.772201,-1.033725,1.314487,7.358427
64330.00,6922.373899,70.21997,1037.212012,-1.114135,1.313751,7.346814
64340.00,6910.844911,83.320106,1110.531575,-1.194415,1.312863,7.33435
64350.00,6898.514789,96.410643,1183.722389,-1.274556,1.311823,7.321035
