Time (UTCG),x (km),y (km),z (km),vx (km/sec),vy (km/sec),vz (km/sec)
15930.00,-887.600922,-1202.265478,-6838.619914,7.485084,-0.195418,-0.937151
15940.00,-812.791803,-1204.145559,-6847.583731,7.494952,-0.181471,-0.857721
15950.00,-737.888462,-1205.886418,-6855.753683,7.503951,-0.167503,-0.778191
15960.00,-662.899583,-1207.487854,-6863.128822,7.51208,-0.153516,-0.698572
15970.00,-587.83386,-1208.94968,-6869.708292,7.519339,-0.13951,-0.618871
15980.00,-512.699994,-1210.271729,-6875.491332,7.525726,-0.125489,-0.539098
15990.00,-437.506696,-1211.453846,-6880.47727,7.53124,-0.111453,-0.459263
16000.00,-362.262681,-1212.495896,-6884.665529,7.535881,-0.097405,-0.379374
16010.00,-286.976673,-1213.397758,-6888.055623,7.539649,-0.083344,-0.299442
16020.00,-211.657398,-1214.159327,-6890.647159,7.542543,-0.069275,-0.219475
16030.00,-136.313589,-1214.780515,-6892.439837,7.544562,-0.055197,-0.139482
16040.00,-60.953979,-1215.26125,-6893.433448,7.545707,-0.041113,-0.059474
16050.00,14.412695,-1215.601478,-6893.627878,7.545977,-0.027024,0.020542
16060.00,89.777697,-1215.801157,-6893.023104,7.545372,-0.012932,0.100555
16070.00,165.13229,-1215.860265,-6891.619196,7.543893,0.001161,0.180557
16080.00,240.467739,-1215.778796,-6889.416317,7.541539,0.015255,0.260537
16090.00,315.77531,-1215.556758,-6886.414722,7.538311,0.029346,0.340488
16100.00,391.046274,-1215.194177,-6882.614759,7.534209,0.043434,0.420399
16110.00,466.271904,-1214.691095,-6878.016869,7.529233,0.057518,0.500261
16120.00,541.443481,-1214.047569,-6872.621585,7.523385,0.071594,0.580065
16130.00,616.55229,-1213.263675,-6866.429533,7.516664,0.085662,0.659802
16140.00,691.589624,-1212.339503,-6859.441429,7.509073,0.099721,0.739463
16150.00,766.546784,-1211.275159,-6851.658085,7.50061,0.113768,0.819037
16160.00,841.415081,-1210.070767,-6843.080403,7.491279,0.127801,0.898517
16170.00,916.185837,-1208.726465,-6833.709377,7.481078,0.14182,0.977893
16180.00,990.850383,-1207.242409,-6823.546093,7.470011,0.155823,1.057155
16190.00,1065.400063,-1205.618771,-6812.59173,7.458077,0.169808,1.136295
16200.00,1139.826237,-1203.855738,-6800.847558,7.44528,0.183773,1.215303
16210.00,1214.120275,-1201.953513,-6788.314939,7.431618,0.197716,1.29417
16220.00,1288.273566,-1199.912318,-6774.995325,7.417096,0.211637,1.372887
16230.00,1362.277513,-1197.732387,-6760.89026,7.401714,0.225534,1.451445
16240.00,1436.123538,-1195.413972,-6746.00138,7.385473,0.239404,1.529834
16250.00,1509.80308,-1192.957342,-6730.330411,7.368377,0.253247,1.608047
16260.00,1583.307597,-1190.362781,-6713.87917,7.350426,0.26706,1.686072
16270.00,1656.628569,-1187.630587,-6696.649563,7.331623,0.280842,1.763903
16280.00,1729.757497,-1184.761078,-6678.643589,7.31197,0.294592,1.841529
16290.00,1802.685901,-1181.754585,-6659.863335,7.29147,0.308308,1.918941
16300.00,1875.40533,-1178.611455,-6640.310978,7.270124,0.321989,1.996131
16310.00,1947.907351,-1175.332052,-6619.988785,7.247936,0.335632,2.073089
16320.00,2020.183562,-1171.916754,-6598.899112,7.224907,0.349236,2.149807
16330.00,2092.225583,-1168.365957,-6577.044405,7.201041,0.3628,2.226276
16340.00,2164.025062,-1164.680071,-6554.427195,7.17634,0.376322,2.302487
16350.00,2235.573678,-1160.859522,-6531.050107,7.150807,0.389801,2.378431
16360.00,2306.863134,-1156.904752,-6506.91585,7.124445,0.403234,2.454099
16370.00,2377.885168,-1152.816217,-6482.027221,7.097258,0.416621,2.529483
16380.00,2448.631545,-1148.594391,-6456.387107,7.069247,0.42996,2.604573
16390.00,2519.094065,-1144.239761,-6429.99848,7.040417,0.443249,2.679361
16400.00,2589.26456,-1139.752832,-6402.8644,7.010771,0.456487,2.753839
16410.00,2659.134895,-1135.134121,-6374.988011,6.980312,0.469672,2.827998
16420.00,2728.696969,-1130.384162,-6346.372546,6.949044,0.482803,2.901828
16430.00,2797.942721,-1125.503505,-6317.021323,6.916971,0.495877,2.975323
16440.00,2866.864121,-1120.492714,-6286.937743,6.884095,0.508895,3.048472
16450.00,2935.453181,-1115.352367,-6256.125296,6.850422,0.521854,3.121268
16460.00,3003.701949,-1110.083061,-6224.587553,6.815954,0.534752,3.193702
16470.00,3071.602514,-1104.685402,-6192.32817,6.780696,0.547589,3.265765
16480.00,3139.147004,-1099.160016,-6159.350887,6.744653,0.560362,3.33745
16490.00,3206.327589,-1093.507541,-6125.659528,6.707827,0.573071,3.408749
16500.00,3273.136482,-1087.728631,-6091.257998,6.670224,0.585713,3.479652
16510.00,3339.565938,-1081.823954,-6056.150286,6.631847,0.598287,3.550151
16520.00,3405.608255,-1075.794192,-6020.340461,6.592702,0.610793,3.620239
16530.00,3471.255778,-1069.640042,-5983.832677,6.552792,0.623227,3.689908
16540.00,3536.500897,-1063.362216,-5946.631164,6.512123,0.63559,3.759148
16550.00,3601.336049,-1056.96144,-5908.740236,6.470699,0.647879,3.827953
16560.00,3665.753717,-1050.438453,-5870.164286,6.428525,0.660094,3.896314
16570.00,3729.746434,-1043.79401,-5830.907786,6.385606,0.672232,3.964223
16580.00,3793.306781,-1037.028879,-5790.975286,6.341946,0.684292,4.031673
16590.00,3856.427391,-1030.143842,-5750.371418,6.297551,0.696273,4.098655
16600.00,3919.100946,-1023.139695,-5709.100887,6.252426,0.708174,4.165162
16610.00,3981.32018,-1016.017247,-5667.16848,6.206577,0.719993,4.231186
16620.00,4043.077882,-1008.777322,-5624.579056,6.160008,0.731728,4.29672
16630.00,4104.366892,-1001.420758,-5581.337553,6.112724,0.743379,4.361755
16640.00,4165.180104,-993.948404,-5537.448986,6.064733,0.754945,4.426285
16650.00,4225.51047,-986.361124,-5492.918441,6.016038,0.766422,4.490302
16660.00,4285.350995,-978.659796,-5447.751082,5.966645,0.777812,4.553798
16670.00,4344.694743,-970.84531,-5401.952145,5.916561,0.789111,4.616766
16680.00,4403.534834,-962.918569,-5355.526939,5.865791,0.800319,4.679199
16690.00,4461.864448,-954.88049,-5308.480847,5.814342,0.811434,4.741089
16700.00,4519.676821,-946.732002,-5260.819323,5.762218,0.822456,4.80243
16710.00,4576.965253,-938.474047,-5212.547892,5.709426,0.833383,4.863214
16720.00,4633.723103,-930.10758,-5163.672152,5.655972,0.844213,4.923434
16730.00,4689.943791,-921.633568,-5114.197768,5.601863,0.854946,4.983084
16740.00,4745.620799,-913.05299,-5064.130475,5.547104,0.865579,5.042155
16750.00,4800.747673,-904.36684,-5013.47608,5.491702,0.876113,5.100642
16760.00,4855.318023,-895.57612,-4962.240453,5.435664,0.886546,5.158538
16770.00,4909.325522,-886.681848,-4910.429535,5.378995,0.896876,5.215836
16780.00,4962.763911,-877.685051,-4858.049333,5.321703,0.907102,5.272529
16790.00,5015.626993,-868.58677,-4805.105918,5.263794,0.917223,5.328611
16800.00,5067.908642,-859.388056,-4751.605431,5.205275,0.927239,5.384075
16810.00,5119.602796,-850.089973,-4697.554071,5.146152,0.937147,5.438915
16820.00,5170.703462,-840.693597,-4642.958107,5.086433,0.946947,5.493124
16830.00,5221.204717,-831.200013,-4587.823867,5.026124,0.956637,5.546697
16840.00,5271.100707,-821.610318,-4532.157744,4.965233,0.966217,5.599626
16850.00,5320.385648,-811.925623,-4475.966191,4.903766,0.975685,5.651906
16860.00,5369.053825,-802.147046,-4419.255722,4.84173,0.98504,5.703531
16870.00,5417.099598,-792.275717,-4362.032913,4.779133,0.994281,5.754495
16880.00,5464.517397,-782.312779,-4304.304397,4.715982,1.003408,5.804791
16890.00,5511.301724,-772.259382,-4246.076866,4.652285,1.012418,5.854415
16900.00,5557.447156,-762.11669,-4187.357073,4.588048,1.021311,5.90336
16910.00,5602.948345,-751.885875,-4128.151823,4.523279,1.030086,5.95162
16920.00,5647.800015,-741.568119,-4068.467981,4.457986,1.038743,5.999191
16930.00,5691.996967,-731.164616,-4008.312467,4.392176,1.047279,6.046066
16940.00,5735.534077,-720.676568,-3947.692254,4.325857,1.055694,6.09224
16950.00,5778.406299,-710.105188,-3886.61437,4.259037,1.063987,6.137708
16960.00,5820.608663,-699.451699,-3825.085897,4.191723,1.072157,6.182464
16970.00,5862.136275,-688.717331,-3763.113967,4.123923,1.080203,6.226503
16980.00,5902.984323,-677.903326,-3700.705765,4.055644,1.088124,6.269821
16990.00,5943.148071,-667.010934,-3637.868527,3.986896,1.095919,6.312412
17000.00,5982.622863,-656.041415,-3574.609537,3.917686,1.103587,6.354271
17010.00,6021.404123,-644.996036,-3510.936129,3.848021,1.111128,6.395393
17020.00,6059.487355,-633.876075,-3446.855685,3.77791,1.118541,6.435774
17030.00,6096.868145,-622.682818,-3382.375634,3.707361,1.125824,6.475408
17040.00,6133.542159,-611.417558,-3317.503452,3.636383,1.132977,6.514292
17050.00,6169.505146,-600.081597,-3252.24666,3.564983,1.139999,6.552421
17060.00,6204.752936,-588.676248,-3186.612822,3.49317,1.146889,6.58979
17070.00,6239.281444,-577.202827,-3120.609548,3.420952,1.153647,6.626395
17080.00,6273.086668,-565.662662,-3054.244491,3.348337,1.160271,6.662232
17090.00,6306.164688,-554.057087,-2987.525343,3.275334,1.166761,6.697296
17100.00,6338.511669,-542.387443,-2920.459841,3.201951,1.173117,6.731584
17110.00,6370.123862,-530.655081,-2853.055759,3.128197,1.179336,6.765092
17120.00,6400.997603,-518.861355,-2785.320911,3.054081,1.185419,6.797815
17130.00,6431.129312,-507.007631,-2717.263151,2.97961,1.191366,6.82975
17140.00,6460.515497,-495.095278,-2648.890368,2.904795,1.197174,6.860894
17150.00,6489.15275,-483.125673,-2580.21049,2.829642,1.202844,6.891242
17160.00,6517.037752,-471.100201,-2511.231478,2.754161,1.208375,6.920791
17170.00,6544.167271,-459.020252,-2441.96133,2.678361,1.213766,6.949538
17180.00,6570.538162,-446.887222,-2372.408076,2.602251,1.219017,6.977479
17190.00,6596.147367,-434.702514,-2302.57978,2.525839,1.224127,7.004611
17200.00,6620.991918,-422.467538,-2232.484537,2.449134,1.229096,7.030931
17210.00,6645.068934,-410.183706,-2162.130474,2.372145,1.233922,7.056436
17220.00,6668.375626,-397.852441,-2091.525747,2.294882,1.238606,7.081122
17230.00,6690.90929,-385.475167,-2020.678542,2.217352,1.243146,7.104988
17240.00,6712.667315,-373.053316,-1949.597071,2.139565,1.247543,7.128031
17250.00,6733.647179,-360.588323,-1878.289577,2.06153,1.251795,7.150246
17260.00,6753.846448,-348.081631,-1806.764326,1.983256,1.255903,7.171633
17270.00,6773.262783,-335.534684,-1735.02961,1.904752,1.259866,7.192189
17280.00,6791.893932,-322.948933,-1663.093745,1.826028,1.263682,7.21191
17290.00,6809.737735,-310.325834,-1590.965072,1.747092,1.267353,7.230796
17300.00,6826.792123,-297.666847,-1518.651952,1.667953,1.270878,7.248843
17310.00,6843.055121,-284.973433,-1446.162769,1.588621,1.274255,7.26605
17320.00,6858.524842,-272.247063,-1373.505928,1.509104,1.277485,7.282414
17330.00,6873.199493,-259.489205,-1300.68985,1.429413,1.280567,7.297934
17340.00,6887.077373,-246.701337,-1227.722979,1.349556,1.283501,7.312608
17350.00,6900.156873,-233.884936,-1154.613773,1.269543,1.286287,7.326435
17360.00,6912.436477,-221.041484,-1081.370708,1.189382,1.288924,7.339412
17370.00,6923.914762,-208.172465,-1008.002277,1.109084,1.291413,7.351538
17380.00,6934.590397,-195.279369,-934.516983,1.028657,1.293751,7.362811
17390.00,6944.462144,-182.363685,-860.923348,0.948111,1.295941,7.373232
17400.00,6953.52886,-169.426907,-787.229902,0.867455,1.29798,7.382797
17410.00,6961.789492,-156.47053,-713.445191,0.786698,1.299869,7.391506
17420.00,6969.243084,-143.496053,-639.577766,0.70585,1.301608,7.399359
17430.00,6975.888771,-130.504976,-565.636193,0.62492,1.303197,7.406354
17440.00,6981.725783,-117.4988,-491.629044,0.543918,1.304635,7.41249
17450.00,6986.753444,-104.47903,-417.564898,0.462853,1.305922,7.417766
17460.00,6990.97117,-91.447171,-343.452343,0.381734,1.307058,7.422183
17470.00,6994.378473,-78.404729,-269.29997,0.300571,1.308043,7.425739
17480.00,6996.974958,-65.353212,-195.116376,0.219373,1.308876,7.428434
17490.00,6998.760323,-52.29413,-120.910161,0.13815,1.309559,7.430269
17500.00,6999.734362,-39.228992,-46.689929,0.05691,1.31009,7.431241
17510.00,6999.896962,-26.159309,27.535717,-0.024336,1.310469,7.431352
17520.00,6999.248104,-13.086592,101.758169,-0.105579,1.310697,7.430602
17530.00,6997.787863,-0.012353,175.968825,-0.18681,1.310773,7.42899
17540.00,6995.516408,13.061897,250.15908,-0.268019,1.310698,7.426517
17550.00,6992.434004,26.134647,324.320333,-0.349197,1.310471,7.423183
17560.00,6988.541007,39.204384,398.443987,-0.430335,1.310093,7.418988
17570.00,6983.837868,52.269598,472.521447,-0.511423,1.309564,7.413934
17580.00,6978.325134,65.328778,546.544126,-0.592451,1.308882,7.408019
17590.00,6972.003442,78.380414,620.503442,-0.673411,1.30805,7.401246
17600.00,6964.873525,91.422997,694.390821,-0.754293,1.307066,7.393615
17610.00,6956.936211,104.455019,768.197697,-0.835087,1.305932,7.385126
17620.00,6948.19242,117.474974,841.915513,-0.915785,1.304646,7.375782
17630.00,6938.643164,130.481356,915.535722,-0.996376,1.303209,7.365582
17640.00,6928.289552,143.47266,989.04979,-1.076852,1.301622,7.354529
17650.00,6917.132782,156.447386,1062.449193,-1.157203,1.299884,7.342622
17660.00,6905.17415,169.404033,1135.725423,-1.23742,1.297996,7.329865
17670.00,6892.41504,182.341103,1208.869984,-1.317493,1.295958,7.316258
17680.00,6878.856933,195.2571,1281.874396,-1.397414,1.29377,7.301802
17690.00,6864.501399,208.15053,1354.730196,-1.477173,1.291432,7.2865
17700.00,6849.350103,221.019904,1427.428936,-1.55676,1.288945,7.270353
17710.00,6833.404802,233.863733,1499.96219,-1.636167,1.286309,7.253364
17720.00,6816.667343,246.680531,1572.321547,-1.715384,1.283524,7.235533
17730.00,6799.139668,259.468818,1644.498619,-1.794403,1.280591,7.216864
17740.00,6780.823808,272.227114,1716.485039,-1.873213,1.27751,7.197358
17750.00,6761.721886,284.953945,1788.27246,-1.951807,1.274281,7.177017
17760.00,6741.836116,297.647839,1859.85256,-2.030174,1.270905,7.155845
17770.00,6721.168805,310.307327,1931.21704,-2.108305,1.267382,7.133843
17780.00,6699.722348,322.930948,2002.357627,-2.186193,1.263712,7.111013
17790.00,6677.499231,335.51724,2073.266073,-2.263827,1.259897,7.08736
17800.00,6654.502029,348.064749,2143.934157,-2.341198,1.255935,7.062885
17810.00,6630.733411,360.572023,2214.353688,-2.418298,1.251828,7.037591
17820.00,6606.196129,373.037618,2284.5165,-2.495118,1.247577,7.011481
17830.00,6580.89303,385.460091,2354.41446,-2.571648,1.243181,6.984558
17840.00,6554.827046,397.838006,2424.039463,-2.64788,1.238642,6.956825
17850.00,6528.001199,410.169932,2493.383439,-2.723806,1.233959,6.928286
17860.00,6500.418599,422.454443,2562.438347,-2.799415,1.229134,6.898944
17870.00,6472.082443,434.690119,2631.196182,-2.8747,1.224167,6.868802
17880.00,6442.996016,446.875545,2699.648973,-2.949652,1.219058,6.837863
17890.00,6413.162691,459.009312,2767.788784,-3.024262,1.213808,6.806132
17900.00,6382.585925,471.090018,2835.607714,-3.098521,1.208418,6.773612
17910.00,6351.269263,483.116265,2903.097902,-3.172421,1.202888,6.740306
17920.00,6319.216335,495.086662,2970.251523,-3.245954,1.197219,6.706219
17930.00,6286.430857,506.999827,3037.060792,-3.31911,1.191411,6.671354
17940.00,6252.91663,518.854381,3103.517963,-3.391881,1.185466,6.635717
17950.00,6218.67754,530.648954,3169.615331,-3.464259,1.179384,6.599309
17960.00,6183.717554,542.382181,3235.345234,-3.536236,1.173165,6.562137
17970.00,6148.040726,554.052707,3300.700051,-3.607802,1.166811,6.524204
17980.00,6111.651192,565.659182,3365.672206,-3.67895,1.160321,6.485514
17990.00,6074.55317,577.200264,3430.254166,-3.749672,1.153698,6.446073
18000.00,6036.75096,588.674619,3494.438444,-3.819959,1.146941,6.405884
18010.00,5998.248945,600.080919,3558.217599,-3.889804,1.140052,6.364953
18020.00,5959.051589,611.417846,3621.584236,-3.959197,1.133031,6.323284
18030.00,5919.163435,622.68409,3684.531009,-4.028132,1.125878,6.280882
18040.00,5878.589107,633.878347,3747.050621,-4.096599,1.118596,6.237751
18050.00,5837.333308,644.999323,3809.135824,-4.164592,1.111184,6.193897
18060.00,5795.400822,656.045733,3870.779419,-4.232101,1.103644,6.149326
18070.00,5752.796509,667.016298,3931.97426,-4.299121,1.095976,6.104041
18080.00,5709.525309,677.909751,3992.713253,-4.365642,1.088182,6.058049
18090.00,5665.592237,688.724833,4052.989355,-4.431656,1.080261,6.011354
18100.00,5621.002386,699.460292,4112.795579,-4.497157,1.072216,5.963963
18110.00,5575.760925,710.114887,4172.124992,-4.562137,1.064047,5.91588
18120.00,5529.8731,720.687386,4230.970715,-4.626588,1.055754,5.867111
18130.00,5483.344229,731.176568,4289.325925,-4.690502,1.04734,5.817662
18140.00,5436.179706,741.581218,4347.183858,-4.753873,1.038805,5.767538
18150.00,5388.385,751.900134,4404.537806,-4.816693,1.030149,5.716746
18160.00,5339.96565,762.132124,4461.381119,-4.878954,1.021374,5.665291
18170.00,5290.927269,772.276003,4517.707207,-4.940649,1.012482,5.61318
18180.00,5241.275542,782.330599,4573.509541,-5.001772,1.003472,5.560417
18190.00,5191.016226,792.294749,4628.781651,-5.062315,0.994346,5.50701
18200.00,5140.155146,802.167302,4683.517129,-5.122272,0.985105,5.452964
18210.00,5088.698198,811.947115,4737.70963,-5.181634,0.97575,5.398287
18220.00,5036.651348,821.633058,4791.35287,-5.240396,0.966283,5.342983
18230.00,4984.020628,831.224011,4844.44063,-5.29855,0.956703,5.28706
18240.00,4930.812141,840.718864,4896.966757,-5.35609,0.947013,5.230524
18250.00,4877.032055,850.116521,4948.92516,-5.413009,0.937214,5.173382
18260.00,4822.686603,859.415895,5000.309815,-5.469301,0.927306,5.11564
18270.00,4767.782086,868.615909,5051.114766,-5.524959,0.917291,5.057304
18280.00,4712.324869,877.715501,5101.334123,-5.579976,0.90717,4.998383
18290.00,4656.32138,886.713618,5150.962062,-5.634346,0.896944,4.938882
18300.00,4599.778111,895.60922,5199.992832,-5.688063,0.886614,4.878808
18310.00,4542.701618,904.401278,5248.420747,-5.741121,0.876182,4.818169
18320.00,4485.098517,913.088776,5296.240193,-5.793513,0.865649,4.756971
18330.00,4426.975486,921.670708,5343.445626,-5.845234,0.855015,4.695222
18340.00,4368.339262,930.146084,5390.031573,-5.896277,0.844283,4.632929
18350.00,4309.196642,938.513922,5435.992634,-5.946636,0.833452,4.570098
18360.00,4249.554484,946.773255,5481.32348,-5.996306,0.822526,4.506737
18370.00,4189.4197,954.923128,5526.018856,-6.045281,0.811504,4.442854
18380.00,4128.799262,962.9626,5570.07358,-6.093556,0.800389,4.378456
18390.00,4067.700198,970.890739,5613.482544,-6.141123,0.789181,4.31355
18400.00,4006.12959,978.70663,5656.240717,-6.187979,0.777882,4.248145
18410.00,3944.094575,986.409368,5698.34314,-6.234118,0.766493,4.182246
18420.00,3881.602346,993.998064,5739.784933,-6.279534,0.755015,4.115863
18430.00,3818.660146,1001.471839,5780.561292,-6.324222,0.74345,4.049003
18440.00,3755.275272,1008.829829,5820.667488,-6.368176,0.731799,3.981673
18450.00,3691.455072,1016.071184,5860.098873,-6.411393,0.720063,3.913882
18460.00,3627.206945,1023.195065,5898.850874,-6.453866,0.708244,3.845637
18470.00,3562.538337,1030.200651,5936.919,-6.495591,0.696343,3.776946
18480.00,3497.456746,1037.087129,5974.298837,-6.536564,0.684362,3.707817
18490.00,3431.969717,1043.853705,6010.986051,-6.576778,0.672301,3.638258
18500.00,3366.084841,1050.499595,6046.976389,-6.61623,0.660163,3.568278
18510.00,3299.809755,1057.024031,6082.265678,-6.654915,0.647948,3.497883
18520.00,3233.152142,1063.426259,6116.849828,-6.692829,0.635659,3.427084
18530.00,3166.119731,1069.705539,6150.724828,-6.729966,0.623296,3.355887
18540.00,3098.72029,1075.861143,6183.886752,-6.766324,0.610861,3.284301
18550.00,3030.961635,1081.892361,6216.331755,-6.801897,0.598355,3.212334
18560.00,2962.851619,1087.798495,6248.056075,-6.836682,0.58578,3.139995
18570.00,2894.398138,1093.578862,6279.056035,-6.870674,0.573137,3.067291
18580.00,2825.609127,1099.232793,6309.328041,-6.903869,0.560428,2.994232
18590.00,2756.492562,1104.759635,6338.868582,-6.936265,0.547655,2.920826
18600.00,2687.056454,1110.158749,6367.674235,-6.967856,0.534818,2.847082
18610.00,2617.308852,1115.429511,6395.74166,-6.998639,0.521919,2.773007
18620.00,2547.257842,1120.57131,6423.067602,-7.028611,0.508959,2.698611
18630.00,2476.911545,1125.583553,6449.648895,-7.057769,0.495941,2.623902
18640.00,2406.278116,1130.465659,6475.482455,-7.086108,0.482866,2.548889
18650.00,2335.365741,1135.217064,6500.565289,-7.113626,0.469734,2.47358
18660.00,2264.182643,1139.837219,6524.894487,-7.140319,0.456549,2.397984
18670.00,2192.737073,1144.325589,6548.467231,-7.166184,0.44331,2.322111
18680.00,2121.037314,1148.681655,6571.280786,-7.191219,0.430021,2.245968
18690.00,2049.091676,1152.904914,6593.332508,-7.21542,0.416681,2.169565
18700.00,1976.9085,1156.994877,6614.619841,-7.238784,0.403294,2.09291
18710.00,1904.496154,1160.951072,6635.140316,-7.26131,0.389859,2.016013
18720.00,1831.863033,1164.773039,6654.891554,-7.282994,0.37638,1.938882
18730.00,1759.017556,1168.460339,6673.871266,-7.303833,0.362857,1.861526
18740.00,1685.968168,1172.012544,6692.077251,-7.323826,0.349292,1.783955
18750.00,1612.723336,1175.429243,6709.507399,-7.342969,0.335687,1.706176
18760.00,1539.291553,1178.710041,6726.159688,-7.361262,0.322043,1.6282
18770.00,1465.681331,1181.85456,6742.032189,-7.378701,0.308362,1.550035
18780.00,1391.901201,1184.862434,6757.123061,-7.395284,0.294645,1.47169
18790.00,1317.959719,1187.733317,6771.430554,-7.411011,0.280894,1.393175
18800.00,1243.865455,1190.466876,6784.95301,-7.425878,0.26711,1.314498
18810.00,1169.626998,1193.062795,6797.688861,-7.439885,0.253296,1.235669
18820.00,1095.252955,1195.520774,6809.636631,-7.453029,0.239452,1.156696
18830.00,1020.751947,1197.840528,6820.794934,-7.465309,0.225581,1.07759
18840.00,946.132611,1200.02179,6831.162477,-7.476723,0.211683,0.998358
18850.00,871.403597,1202.064306,6840.738058,-7.487271,0.197761,0.919011
18860.00,796.573568,1203.967842,6849.520566,-7.496951,0.183816,0.839557
18870.00,721.651198,1205.732175,6857.508984,-7.505762,0.16985,0.760006
18880.00,646.645174,1207.357103,6864.702386,-7.513703,0.155864,0.680367
18890.00,571.564189,1208.842438,6871.099937,-7.520772,0.141861,0.600649
18900.00,496.416948,1210.188007,6876.700895,-7.52697,0.12784,0.520861
18910.00,421.212161,1211.393654,6881.504612,-7.532296,0.113805,0.441013
18920.00,345.958548,1212.459242,6885.510531,-7.536748,0.099757,0.361113
18930.00,270.664832,1213.384645,6888.718186,-7.540326,0.085697,0.281172
18940.00,195.339741,1214.169757,6891.127207,-7.54303,0.071628,0.201199
18950.00,119.992007,1214.814487,6892.737314,-7.54486,0.05755,0.121202
18960.00,44.630364,1215.31876,6893.54832,-7.545816,0.043465,0.04119
18970.00,-30.73645,1215.682519,6893.560131,-7.545896,0.029376,-0.038825
18980.00,-106.099699,1215.90572,6892.772746,-7.545102,0.015283,-0.118837
18990.00,-181.450648,1215.988338,6891.186257,-7.543433,0.001188,-0.198834
19000.00,-256.780559,1215.930364,6888.800846,-7.54089,-0.012907,-0.278809
19010.00,-332.080702,1215.731803,6885.616791,-7.537472,-0.027001,-0.358751
19020.00,-407.342347,1215.392679,6881.634461,-7.533181,-0.041091,-0.438652
19030.00,-482.556769,1214.913031,6876.854317,-7.528016,-0.055177,-0.518502
19040.00,-557.71525,1214.292913,6871.276913,-7.521979,-0.069256,-0.598291
19050.00,-632.809076,1213.532399,6864.902897,-7.51507,-0.083327,-0.678012
19060.00,-707.829542,1212.631575,6857.733008,-7.50729,-0.097389,-0.757653
19070.00,-782.767952,1211.590545,6849.768075,-7.498639,-0.111439,-0.837207
19080.00,-857.615618,1210.409431,6841.009024,-7.489119,-0.125477,-0.916664
19090.00,-932.363864,1209.088367,6831.456868,-7.478731,-0.1395,-0.996015
19100.00,-1007.004025,1207.627508,6821.112717,-7.467476,-0.153507,-1.07525
19110.00,-1081.527447,1206.027021,6809.977768,-7.455355,-0.167496,-1.15436
19120.00,-1155.925493,1204.287092,6798.053314,-7.44237,-0.181466,-1.233337
19130.00,-1230.189537,1202.407922,6785.340735,-7.428522,-0.195415,-1.31217
19140.00,-1304.31097,1200.389727,6771.841507,-7.413813,-0.209341,-1.390852
19150.00,-1378.2812,1198.232742,6757.557194,-7.398245,-0.223243,-1.469372
19160.00,-1452.091653,1195.937214,6742.489452,-7.381819,-0.237119,-1.547722
19170.00,-1525.733771,1193.503411,6726.640028,-7.364537,-0.250968,-1.625892
19180.00,-1599.199017,1190.931612,6710.01076,-7.346402,-0.264788,-1.703874
19190.00,-1672.478876,1188.222116,6692.603575,-7.327415,-0.278577,-1.781659
19200.00,-1745.564852,1185.375235,6674.420492,-7.307578,-0.292335,-1.859236
19210.00,-1818.448473,1182.391298,6655.463618,-7.286895,-0.306058,-1.936599
19220.00,-1891.121291,1179.270651,6635.735151,-7.265366,-0.319746,-2.013737
19230.00,-1963.574879,1176.013654,6615.237379,-7.242996,-0.333397,-2.090641
19240.00,-2035.80084,1172.620683,6593.972678,-7.219786,-0.347009,-2.167303
19250.00,-2107.7908,1169.092131,6571.943513,-7.195738,-0.360581,-2.243713
19260.00,-2179.536414,1165.428405,6549.152438,-7.170857,-0.374112,-2.319864
19270.00,-2251.029366,1161.629929,6525.602095,-7.145144,-0.387599,-2.395746
19280.00,-2322.261367,1157.697142,6501.295215,-7.118604,-0.401042,-2.47135
19290.00,-2393.22416,1153.630499,6476.234615,-7.091237,-0.414438,-2.546667
19300.00,-2463.909518,1149.43047,6450.423202,-7.063049,-0.427786,-2.621689
19310.00,-2534.309248,1145.09754,6423.863967,-7.034042,-0.441085,-2.696407
19320.00,-2604.415188,1140.63221,6396.559989,-7.00422,-0.454333,-2.770813
19330.00,-2674.219211,1136.034997,6368.514434,-6.973586,-0.467529,-2.844897
19340.00,-2743.713226,1131.306431,6339.730554,-6.942143,-0.48067,-2.918652
19350.00,-2812.889176,1126.447059,6310.211685,-6.909896,-0.493756,-2.992068
19360.00,-2881.739042,1121.457444,6279.961249,-6.876847,-0.506784,-3.065137
19370.00,-2950.254844,1116.338161,6248.982755,-6.843001,-0.519754,-3.137851
19380.00,-3018.428637,1111.089803,6217.279792,-6.808362,-0.532664,-3.210201
19390.00,-3086.25252,1105.712976,6184.856037,-6.772934,-0.545513,-3.282179
19400.00,-3153.718629,1100.208303,6151.715249,-6.736721,-0.558298,-3.353776
19410.00,-3220.819144,1094.576418,6117.861269,-6.699726,-0.571019,-3.424985
19420.00,-3287.546287,1088.817974,6083.298023,-6.661956,-0.583674,-3.495797
19430.00,-3353.892321,1082.933636,6048.029517,-6.623412,-0.596261,-3.566203
19440.00,-3419.849557,1076.924084,6012.059841,-6.584101,-0.608779,-3.636196
19450.00,-3485.410347,1070.790013,5975.393164,-6.544027,-0.621227,-3.705767
19460.00,-3550.567092,1064.532132,5938.033737,-6.503194,-0.633604,-3.774909
19470.00,-3615.312238,1058.151165,5899.985893,-6.461607,-0.645907,-3.843613
